prompt_id,prompt_updated_at,anthropic_evaluated_at,deepseek_evaluated_at,openai_evaluated_at
MCP-H2-0069,2026-02-02T22:26:06.056687+00:00,2026-01-30T05:48:55.941111+00:00,2026-01-30T05:48:56.270191+00:00,2026-01-30T05:42:06.134926+00:00
MCP-H2-0070,2026-02-02T22:26:06.056687+00:00,2026-01-30T06:18:38.187490+00:00,2026-01-30T06:18:38.456750+00:00,2026-01-30T06:18:01.075462+00:00
MCP-H2-0071,2026-02-02T22:26:06.056687+00:00,2026-01-30T06:43:27.278834+00:00,2026-01-30T06:44:50.352724+00:00,2026-01-30T06:23:36.246422+00:00
MCP-H2-0072,2026-02-02T22:26:06.056687+00:00,2026-01-30T08:58:01.933435+00:00,2026-01-30T08:57:23.271380+00:00,2026-01-29T19:07:55.781029+00:00
MCP-H2-0073,2026-02-02T22:26:06.056687+00:00,2026-01-30T09:04:43.240883+00:00,2026-01-30T08:55:06.198924+00:00,2026-01-29T19:08:35.395958+00:00
MCP-H2-0074,2026-02-02T22:26:06.056687+00:00,2026-01-30T08:59:12.782757+00:00,2026-01-30T08:58:48.619900+00:00,2026-01-29T18:17:48.202508+00:00
MCP-H2-0075,2026-02-02T22:26:06.056687+00:00,2026-01-30T14:30:19.263297+00:00,2026-01-31T10:15:29.480398+00:00,2026-01-30T13:08:32.714649+00:00
MCP-H2-0076,2026-02-02T22:26:06.056687+00:00,2026-01-30T14:21:03.075723+00:00,2026-01-31T10:14:29.482717+00:00,2026-01-30T13:24:16.906414+00:00
MCP-H2-0077,2026-02-02T22:26:06.056687+00:00,2026-02-02T17:20:31.194980+00:00,2026-02-02T17:20:17.151658+00:00,2026-02-02T17:57:44.626576+00:00
MCP-H2-0078,2026-02-02T22:26:06.056687+00:00,2026-02-02T17:20:51.910999+00:00,2026-02-02T17:58:14.373755+00:00,2026-02-02T17:23:25.028794+00:00
MCP-H2-0079,2026-02-02T22:26:06.056687+00:00,2026-02-02T17:32:36.420478+00:00,2026-02-02T17:31:49.243055+00:00,2026-02-02T17:48:07.042421+00:00
MCP-H2-0080,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:49:36.013413+00:00,2026-01-30T13:00:40.544214+00:00,2026-01-30T05:49:45.081619+00:00
MCP-H2-0081,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:07:36.293499+00:00,2026-01-30T21:11:22.346462+00:00,2026-01-30T20:49:29.012118+00:00
MCP-H2-0082,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:06:34.506062+00:00,2026-01-30T20:43:40.703529+00:00,2026-01-30T20:10:33.040663+00:00
MCP-H2-0083,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:07:01.201615+00:00,2026-01-30T20:38:28.754245+00:00,2026-01-30T19:53:03.667672+00:00
MCP-H2-0084,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:03:05.895840+00:00,2026-01-30T20:46:26.485464+00:00,2026-01-30T19:09:11.860707+00:00
MCP-H2-0085,2026-02-02T22:26:06.056687+00:00,2026-01-30T15:47:28.396234+00:00,2026-01-30T15:58:06.785596+00:00,2026-01-30T14:20:15.874094+00:00
MCP-H2-0086,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:19:50.478479+00:00,2026-02-02T17:58:51.276072+00:00,2026-02-02T18:01:27.208677+00:00
MCP-H2-0087,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:50:27.851023+00:00,2026-01-30T17:52:09.966330+00:00,2026-01-30T17:49:20.125769+00:00
MCP-H2-0088,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:01:49.674819+00:00,2026-01-30T16:01:12.100701+00:00,2026-01-30T15:08:49.750019+00:00
MCP-H2-0089,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:00:58.146652+00:00,2026-01-30T16:00:32.260387+00:00,2026-01-30T15:09:46.026761+00:00
MCP-H2-0090,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:06:47.522150+00:00,2026-01-30T16:02:13.886267+00:00,2026-01-30T15:09:08.544955+00:00
MCP-H2-0091,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:07:05.351681+00:00,2026-01-30T16:04:54.310375+00:00,2026-01-30T15:08:17.270616+00:00
MCP-H2-0092,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:06:11.427964+00:00,2026-01-30T16:03:12.539306+00:00,2026-01-30T15:14:30.615384+00:00
MCP-H2-0093,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:06:19.767027+00:00,2026-01-30T16:03:19.562238+00:00,2026-01-30T15:13:53.294968+00:00
MCP-H2-0094,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:23:38.992998+00:00,2026-01-30T18:24:27.663943+00:00,2026-01-30T18:23:12.449526+00:00
MCP-H2-0095,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:27:01.877771+00:00,2026-01-30T18:27:39.213483+00:00,2026-01-30T18:25:38.379616+00:00
MCP-H2-0096,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:32:43.250504+00:00,2026-01-30T18:33:20.202324+00:00,2026-01-30T18:32:10.266431+00:00
MCP-H2-0097,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:34:05.346513+00:00,2026-01-30T18:34:53.057220+00:00,2026-01-30T18:33:21.336211+00:00
MCP-H2-0098,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:39:20.568795+00:00,2026-01-30T18:39:22.306959+00:00,2026-01-30T18:38:27.089897+00:00
MCP-H2-0099,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:43:38.921684+00:00,2026-01-30T18:43:57.110819+00:00,2026-01-30T18:42:43.581107+00:00
MCP-H2-0100,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:47:34.837697+00:00,2026-01-30T11:48:55.964762+00:00,2026-01-30T11:27:25.110993+00:00
MCP-H2-0101,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:51:00.405504+00:00,2026-01-30T11:53:03.525443+00:00,2026-01-30T11:28:25.511245+00:00
MCP-H2-0102,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:51:48.909291+00:00,2026-01-30T11:50:24.652777+00:00,2026-01-30T11:30:23.811624+00:00
MCP-H2-0103,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:13:41.584886+00:00,2026-01-30T20:23:20.212340+00:00,2026-01-30T20:15:35.287961+00:00
MCP-H2-0104,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:17:55.444232+00:00,2026-01-30T21:29:13.162968+00:00,2026-01-30T21:17:00.812594+00:00
MCP-H2-0105,2026-02-02T22:26:06.056687+00:00,2026-01-31T02:24:44.319297+00:00,2026-01-31T02:24:12.713159+00:00,2026-01-30T21:48:56.052729+00:00
MCP-H2-0106,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:46:58.392743+00:00,2026-01-30T20:58:35.993597+00:00,2026-01-30T19:50:22.024545+00:00
MCP-H2-0107,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:17:36.017584+00:00,2026-01-30T21:25:31.837568+00:00,2026-01-30T21:29:37.871406+00:00
MCP-H2-0108,2026-02-02T22:26:06.056687+00:00,2026-01-31T04:09:14.741568+00:00,2026-01-31T04:07:11.155759+00:00,2026-01-31T03:42:42.152207+00:00
MCP-H2-0109,2026-02-02T22:26:06.056687+00:00,2026-01-31T04:08:20.576324+00:00,2026-01-31T04:07:52.821199+00:00,2026-01-31T04:03:58.511704+00:00
MCP-H2-0110,2026-02-02T22:26:06.056687+00:00,2026-02-02T12:38:06.201889+00:00,2026-02-02T12:39:41.739593+00:00,2026-02-02T12:31:17.071587+00:00
MCP-H2-0111,2026-02-02T22:26:06.056687+00:00,2026-02-02T12:38:32.318789+00:00,2026-02-02T12:41:58.857863+00:00,2026-02-02T12:20:06.190229+00:00
MCP-H2-0112,2026-02-02T22:26:06.056687+00:00,2026-02-02T12:39:01.713127+00:00,2026-02-02T12:41:28.723438+00:00,2026-02-02T12:21:54.830701+00:00
MCP-H2-0113,2026-02-02T22:26:06.056687+00:00,2026-02-02T12:39:32.879317+00:00,2026-02-02T12:42:57.161837+00:00,2026-02-02T11:57:38.792955+00:00
MCP-H2-0114,2026-02-02T22:26:06.056687+00:00,2026-02-02T12:43:27.534204+00:00,2026-02-02T12:43:45.326792+00:00,2026-02-02T11:58:29.984779+00:00
MCP-H2-0115,2026-02-02T22:26:06.056687+00:00,2026-02-02T12:40:02.680798+00:00,2026-02-02T12:45:54.810759+00:00,2026-02-02T11:56:36.817132+00:00
MCP-H2-0116,2026-02-02T22:26:06.056687+00:00,2026-02-02T11:33:39.278934+00:00,2026-02-02T11:34:48.180444+00:00,2026-02-02T11:30:22.413392+00:00
MCP-H2-0117,2026-02-02T22:26:06.056687+00:00,2026-02-02T11:36:49.302254+00:00,2026-02-02T11:36:21.275961+00:00,2026-02-02T11:31:14.615249+00:00
MCP-H2-0118,2026-02-02T22:26:06.056687+00:00,2026-02-02T11:37:30.547138+00:00,2026-02-02T11:38:42.516756+00:00,2026-02-02T11:12:28.796690+00:00
MCP-H2-0119,2026-02-02T22:26:06.056687+00:00,2026-02-02T11:40:22.526082+00:00,2026-02-02T11:39:44.247236+00:00,2026-02-02T11:11:42.784905+00:00
MCP-H2-0120,2026-02-02T22:26:06.056687+00:00,2026-02-02T11:38:02.026964+00:00,2026-02-02T11:37:02.159041+00:00,2026-02-02T11:11:19.816567+00:00
MCP-H2-0121,2026-02-02T22:26:06.056687+00:00,2026-02-02T10:24:55.441161+00:00,2026-02-02T10:26:45.885906+00:00,2026-02-02T10:11:25.786195+00:00
MCP-H2-0122,2026-02-02T22:26:06.056687+00:00,2026-02-02T10:25:29.210914+00:00,2026-02-02T10:24:47.937155+00:00,2026-02-02T10:11:34.593740+00:00
MCP-H2-0123,2026-02-02T22:26:06.056687+00:00,2026-02-02T10:23:03.076692+00:00,2026-02-02T10:24:30.592085+00:00,2026-02-02T10:09:52.531034+00:00
MCP-H2-0124,2026-02-02T22:26:06.056687+00:00,2026-02-02T09:53:33.353537+00:00,2026-02-02T09:54:43.748042+00:00,2026-02-02T09:42:09.789993+00:00
MCP-H2-0125,2026-02-02T22:26:06.056687+00:00,2026-02-02T09:55:14.540782+00:00,2026-02-02T09:55:26.677894+00:00,2026-02-02T09:42:29.574531+00:00
MCP-H3-0002,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:38:00.136383+00:00,2026-01-28T05:39:25.415117+00:00,2026-01-27T05:27:28.731806+00:00
MCP-H3-0003,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:06:21.993294+00:00,2026-01-29T13:01:30.469783+00:00,2026-01-29T09:23:58.354334+00:00
MCP-H3-0004,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:06:43.980170+00:00,2026-01-29T13:13:27.369117+00:00,2026-01-29T09:25:40.444967+00:00
MCP-H3-0005,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:35:09.195923+00:00,2026-01-29T10:25:17.204534+00:00,2026-01-29T09:23:35.974575+00:00
MCP-H3-0006,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:06:26.281805+00:00,2026-01-29T09:07:20.604166+00:00,2026-01-29T06:42:53.926680+00:00
MCP-H3-0007,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:07:43.734528+00:00,2026-01-29T09:07:33.607791+00:00,2026-01-29T06:43:32.706821+00:00
MCP-H3-0008,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:07:57.937635+00:00,2026-01-29T09:08:54.241909+00:00,2026-01-29T06:43:16.733671+00:00
MCP-H3-0009,2026-02-02T22:26:06.056687+00:00,2026-01-27T18:56:38.155229+00:00,2026-01-27T19:05:35.239895+00:00,2026-01-23T20:02:16.865105+00:00
MCP-H3-0010,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:05:39.037445+00:00,2026-01-27T19:09:25.777925+00:00,2026-01-23T19:54:49.968278+00:00
MCP-H3-0011,2026-02-02T22:26:06.056687+00:00,2026-01-27T18:56:59.364352+00:00,2026-01-27T18:58:00.676495+00:00,2026-01-23T19:47:59.972880+00:00
MCP-H3-0012,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:05:59.985403+00:00,2026-01-27T19:04:04.906589+00:00,2026-01-23T19:36:33.068198+00:00
MCP-H3-0013,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:03:44.941006+00:00,2026-01-27T19:10:58.752096+00:00,2026-01-26T10:33:16.004787+00:00
MCP-H3-0014,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:47:17.135572+00:00,2026-01-29T15:41:11.182828+00:00,2026-01-29T14:34:38.117800+00:00
MCP-H3-0015,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:40:45.974973+00:00,2026-01-29T15:50:41.460837+00:00,2026-01-29T14:34:47.885861+00:00
MCP-H3-0016,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:41:48.252732+00:00,2026-01-29T15:51:24.238064+00:00,2026-01-29T14:38:21.898979+00:00
MCP-H3-0017,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:10:59.495241+00:00,2026-02-02T15:12:07.859921+00:00,2026-02-02T15:10:45.373092+00:00
MCP-H3-0018,2026-02-02T22:26:06.056687+00:00,2026-01-30T08:47:54.509487+00:00,2026-01-30T08:48:54.661541+00:00,2026-01-30T08:19:08.747477+00:00
MCP-H3-0019,2026-02-02T22:26:06.056687+00:00,2026-01-30T08:50:42.340097+00:00,2026-01-30T08:50:28.280677+00:00,2026-01-30T08:19:28.363082+00:00
MCP-H3-0020,2026-02-02T22:26:06.056687+00:00,2026-01-30T08:48:10.132758+00:00,2026-01-30T08:49:09.871405+00:00,2026-01-30T08:18:39.994493+00:00
MCP-H3-0021,2026-02-02T22:26:06.056687+00:00,2026-01-30T14:20:39.630530+00:00,2026-01-30T14:30:45.121462+00:00,2026-01-30T13:22:52.332061+00:00
MCP-H3-0022,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:58:37.085626+00:00,2026-01-30T12:07:27.512228+00:00,2026-01-30T11:37:16.258320+00:00
MCP-H3-0023,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:37:32.282144+00:00,2026-01-30T11:39:20.021351+00:00,2026-01-30T11:26:41.481811+00:00
MCP-H3-0024,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:39:33.717047+00:00,2026-01-30T11:40:59.926590+00:00,2026-01-30T09:47:30.492081+00:00
MCP-H3-0025,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:09:49.448216+00:00,2026-01-30T12:05:35.118914+00:00,2026-01-30T11:46:50.601937+00:00
MCP-H4-0002,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:46:55.040613+00:00,2026-01-27T20:00:32.238337+00:00,2026-01-23T13:17:35.676246+00:00
MCP-H4-0003,2026-02-02T22:26:06.056687+00:00,2026-01-27T20:06:23.684019+00:00,2026-01-27T20:05:59.628047+00:00,2026-01-23T13:10:13.618951+00:00
MCP-H4-0004,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:06:52.566607+00:00,2026-01-27T19:51:29.638525+00:00,2026-01-23T12:49:03.168424+00:00
MCP-H4-0005,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:56:31.759772+00:00,2026-01-27T19:46:35.131788+00:00,2026-01-23T12:34:41.378877+00:00
MCP-H4-0006,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:17:22.497461+00:00,2026-01-29T09:38:55.113741+00:00,2026-01-29T06:48:45.916838+00:00
MCP-H4-0007,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:25:25.614741+00:00,2026-01-29T10:41:05.537534+00:00,2026-01-29T10:02:04.635761+00:00
MCP-H4-0008,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:40:51.346971+00:00,2026-01-29T10:40:32.009374+00:00,2026-01-29T09:30:57.616368+00:00
MCP-H4-0009,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:01:49.916609+00:00,2026-02-02T17:51:14.662020+00:00,2026-02-02T17:49:47.522925+00:00
MCP-H4-0010,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:00:26.195400+00:00,2026-01-29T18:46:57.817829+00:00,2026-01-29T18:27:13.335197+00:00
MCP-H4-0011,2026-02-02T22:26:06.056687+00:00,2026-02-02T17:59:49.004595+00:00,2026-02-02T18:03:15.932161+00:00,2026-02-02T18:05:23.646764+00:00
MCP-H4-0012,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:08:15.313717+00:00,2026-01-30T23:12:48.554942+00:00,2026-01-30T22:15:53.779552+00:00
MCP-H4-0013,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:16:15.066960+00:00,2026-01-30T23:15:51.039969+00:00,2026-01-30T22:16:01.140097+00:00
MCP-H4-0014,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:10:35.263816+00:00,2026-01-30T23:10:05.467841+00:00,2026-01-30T22:16:20.870318+00:00
MCP-H4-0015,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:13:49.936644+00:00,2026-01-30T23:13:40.845778+00:00,2026-01-30T21:15:22.376492+00:00
MCP-H4-0016,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:14:13.664233+00:00,2026-01-30T23:20:03.598202+00:00,2026-01-30T21:50:03.112652+00:00
MCP-H4-0017,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:02:14.117540+00:00,2026-01-30T23:04:21.609069+00:00,2026-01-30T21:31:38.260767+00:00
MCP-H5-0002,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:06:24.400092+00:00,2026-01-27T19:44:02.270024+00:00,2026-01-26T11:37:15.768863+00:00
MCP-H5-0003,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:04:40.623769+00:00,2026-02-02T18:04:03.382199+00:00,2026-02-02T18:04:13.406107+00:00
MCP-H5-0004,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:39:30.709322+00:00,2026-01-27T19:45:40.423740+00:00,2026-01-23T15:03:32.093612+00:00
MCP-H5-0005,2026-02-02T22:26:06.056687+00:00,2026-01-29T09:26:48.447783+00:00,2026-01-29T10:11:50.550279+00:00,2026-01-29T06:48:10.587312+00:00
MCP-H5-0006,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:32:25.569278+00:00,2026-02-02T18:29:29.864679+00:00,2026-02-02T17:47:19.743895+00:00
MCP-H5-0007,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:14:53.191519+00:00,2026-01-29T09:59:22.384279+00:00,2026-01-29T06:48:33.140782+00:00
MCP-H5-0008,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:05:58.774799+00:00,2026-02-02T18:21:09.945694+00:00,2026-02-02T17:52:02.838133+00:00
MCP-H5-0009,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:04:37.064194+00:00,2026-02-02T17:48:34.818900+00:00,2026-02-02T18:33:26.901843+00:00
MCP-H5-0010,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:38:49.101766+00:00,2026-01-29T10:36:36.737777+00:00,2026-01-29T09:49:38.803807+00:00
MCP-H5-0011,2026-02-02T22:26:06.056687+00:00,2026-01-29T17:05:17.120555+00:00,2026-01-29T17:05:19.184725+00:00,2026-01-29T17:00:10.411814+00:00
MCP-H5-0012,2026-02-02T22:26:06.056687+00:00,2026-01-29T20:04:38.220447+00:00,2026-01-29T20:04:29.010682+00:00,2026-01-29T19:00:54.066221+00:00
MCP-H5-0013,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:58:28.461767+00:00,2026-01-29T19:58:12.089743+00:00,2026-01-29T19:05:55.328301+00:00
MCP-H5-0014,2026-02-02T22:26:06.056687+00:00,2026-01-29T17:12:30.858384+00:00,2026-01-29T17:11:55.891815+00:00,2026-01-29T16:44:03.944476+00:00
MCP-H5-0015,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:33:59.208146+00:00,2026-01-29T18:33:43.563464+00:00,2026-01-29T18:31:35.580376+00:00
MCP-H5-0016,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:24:51.203010+00:00,2026-01-30T17:21:30.680927+00:00,2026-01-29T19:06:12.700408+00:00
MCP-H5-0017,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:25:17.513258+00:00,2026-01-30T17:23:06.018908+00:00,2026-01-29T19:29:22.465610+00:00
MCP-H5-0018,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:23:52.833472+00:00,2026-01-30T17:23:01.352361+00:00,2026-01-29T19:22:56.964022+00:00
MCP-H5-0019,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:25:06.351282+00:00,2026-01-30T17:25:48.142869+00:00,2026-01-29T19:28:10.907585+00:00
MCP-H5-0020,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:26:09.853391+00:00,2026-01-30T17:26:07.780010+00:00,2026-01-29T18:45:21.740085+00:00
MCP-H5-0021,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:47:37.120256+00:00,2026-01-30T17:49:39.686547+00:00,2026-01-30T17:46:36.262331+00:00
MCP-H5-0022,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:18:08.798823+00:00,2026-01-30T18:15:26.549637+00:00,2026-01-30T18:16:11.360979+00:00
MCP-H5-0023,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:21:25.807325+00:00,2026-01-30T11:21:53.586590+00:00,2026-01-30T10:28:13.647557+00:00
MCP-H5-0024,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:22:37.766322+00:00,2026-01-30T11:22:38.176210+00:00,2026-01-30T10:29:13.147123+00:00
MCP-H6-0002,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:11:16.338996+00:00,2026-01-28T19:54:15.378954+00:00,2026-01-28T17:33:49.447383+00:00
MCP-H6-0003,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:04:29.575014+00:00,2026-01-28T20:23:37.946159+00:00,2026-01-28T19:01:27.324131+00:00
MCP-H6-0004,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:10:08.758149+00:00,2026-01-28T07:05:51.256891+00:00,2026-01-25T09:53:08.086543+00:00
MCP-H6-0005,2026-02-02T22:26:06.056687+00:00,2026-01-28T06:59:13.488625+00:00,2026-01-28T06:08:05.624307+00:00,2026-01-25T09:55:51.190059+00:00
MCP-H6-0006,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:09:21.145922+00:00,2026-01-28T05:59:04.909183+00:00,2026-01-26T05:02:11.069237+00:00
MCP-H6-0007,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:36:25.317524+00:00,2026-01-28T08:25:00.666374+00:00,2026-01-28T00:33:49.363122+00:00
MCP-H6-0008,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:33:31.464164+00:00,2026-01-28T08:20:16.566579+00:00,2026-01-28T00:44:17.752558+00:00
MCP-H6-0009,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:35:07.440632+00:00,2026-01-28T08:18:15.329244+00:00,2026-01-28T00:52:25.217058+00:00
MCP-H6-0010,2026-02-02T22:26:06.056687+00:00,2026-01-28T08:10:17.798722+00:00,2026-01-28T07:19:05.634233+00:00,2026-01-28T00:55:02.911760+00:00
MCP-H6-0011,2026-02-02T22:26:06.056687+00:00,2026-01-28T08:08:58.039903+00:00,2026-01-28T08:05:22.310097+00:00,2026-01-28T00:53:35.595947+00:00
MCP-H6-0012,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:25:55.984241+00:00,2026-01-29T10:45:57.700896+00:00,2026-01-29T09:26:15.625012+00:00
MCP-H6-0013,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:24:27.406694+00:00,2026-01-29T10:33:57.051010+00:00,2026-01-29T09:37:02.922395+00:00
MCP-H6-0014,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:33:49.511486+00:00,2026-02-02T17:50:07.337226+00:00,2026-02-02T18:14:35.204853+00:00
MCP-H6-0015,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:22:29.483507+00:00,2026-01-28T20:11:39.956417+00:00,2026-01-28T18:57:06.428643+00:00
MCP-H6-0016,2026-02-02T22:26:06.056687+00:00,2026-01-29T02:40:59.114704+00:00,2026-01-29T02:39:45.824996+00:00,2026-01-28T19:31:02.982024+00:00
MCP-H6-0017,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:22:49.027682+00:00,2026-01-28T20:05:47.943026+00:00,2026-01-28T19:11:34.170347+00:00
MCP-H6-0018,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:45:47.155677+00:00,2026-01-29T18:14:02.529596+00:00,2026-01-29T18:32:37.652196+00:00
MCP-H6-0019,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:21:21.667424+00:00,2026-02-02T15:21:09.914840+00:00,2026-02-02T15:21:10.202783+00:00
MCP-H6-0020,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:14:02.712899+00:00,2026-01-30T21:15:18.625785+00:00,2026-01-30T21:14:28.244847+00:00
MCP-H6-0021,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:04:06.127123+00:00,2026-01-30T23:05:25.095919+00:00,2026-01-30T21:14:03.561927+00:00
MCP-H6-0022,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:05:59.298642+00:00,2026-01-30T23:05:50.807579+00:00,2026-01-30T21:39:57.127205+00:00
MCP-H6-0023,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:56:11.273524+00:00,2026-01-30T23:57:47.430322+00:00,2026-01-30T23:01:11.914271+00:00
MCP-S1-0002,2026-02-02T22:26:06.056687+00:00,2026-01-29T20:02:51.184498+00:00,2026-01-29T20:05:08.126944+00:00,2026-01-29T19:01:40.726522+00:00
MCP-S1-0003,2026-02-02T22:26:06.056687+00:00,2026-01-29T20:04:09.670138+00:00,2026-01-29T20:16:18.874505+00:00,2026-01-29T18:56:28.144636+00:00
MCP-S1-0004,2026-02-02T22:26:06.056687+00:00,2026-01-29T16:59:22.558457+00:00,2026-01-29T16:59:22.402199+00:00,2026-01-29T16:58:33.337745+00:00
MCP-S1-0005,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:23:37.186051+00:00,2026-02-02T15:23:56.058316+00:00,2026-02-02T15:23:26.205180+00:00
MCP-S1-0006,2026-02-02T22:26:06.056687+00:00,2026-01-30T08:55:23.728571+00:00,2026-01-30T08:53:18.650863+00:00,2026-01-29T19:27:11.292949+00:00
MCP-S1-0007,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:56:19.027878+00:00,2026-01-30T07:58:55.747745+00:00,2026-01-30T07:43:34.278810+00:00
MCP-S1-0008,2026-02-02T22:26:06.056687+00:00,2026-01-30T09:34:09.659721+00:00,2026-01-30T09:34:23.376986+00:00,2026-01-30T07:59:49.171533+00:00
MCP-S1-0009,2026-02-02T22:26:06.056687+00:00,2026-01-31T10:20:55.077438+00:00,2026-01-31T10:16:37.680216+00:00,2026-01-31T10:20:16.075198+00:00
MCP-S1-0010,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:23:51.864662+00:00,2026-02-02T15:24:28.224729+00:00,2026-02-02T15:24:12.353713+00:00
MCP-S2-0002,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:52:59.507770+00:00,2026-01-29T19:29:14.132592+00:00,2026-01-29T19:37:50.452674+00:00
MCP-S2-0003,2026-02-02T22:26:06.056687+00:00,2026-01-29T03:01:22.953136+00:00,2026-01-29T03:05:22.864842+00:00,2026-01-28T19:46:45.887555+00:00
MCP-S2-0004,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:42:32.956311+00:00,2026-01-29T19:09:21.297911+00:00,2026-01-29T18:44:16.709902+00:00
MCP-S2-0005,2026-02-02T22:26:06.056687+00:00,2026-01-29T19:27:31.313748+00:00,2026-01-29T19:39:21.649807+00:00,2026-01-29T18:45:20.532111+00:00
